day,day_range,weather,day_of_week,celebration,season
2015-05-28,1200,Sunny,5,0,Spring
2015-05-28,1800,Sunny,5,0,Spring
2015-05-29,0,Clear,6,0,Spring
2015-05-29,600,Clear,6,0,Spring
2015-05-29,1200,Sunny,6,0,Spring
2015-05-29,1800,Sunny,6,0,Spring
2015-05-30,0,Clear,7,0,Spring
2015-05-30,600,Partly cloudy,7,0,Spring
2015-05-30,1200,Sunny,7,0,Spring
2015-05-30,1800,Sunny,7,0,Spring
2015-05-31,0,Clear,1,0,Spring
2015-05-31,600,Clear,1,0,Spring
2015-05-31,1200,Sunny,1,0,Spring
2015-05-31,1800,Sunny,1,0,Spring
2015-06-01,0,Clear,2,0,Spring
2015-06-01,600,Clear,2,0,Spring
2015-06-01,1200,Sunny,2,0,Spring
2015-06-01,1800,Sunny,2,0,Spring
2015-06-02,0,Clear,3,1,Spring
2015-06-02,600,Clear,3,1,Spring
2015-06-02,1200,Sunny,3,1,Spring
2015-06-02,1800,Sunny,3,1,Spring
2015-06-03,0,Clear,4,0,Spring
2015-06-03,600,Clear,4,0,Spring
2015-06-03,1200,Sunny,4,0,Spring
2015-06-03,1800,Sunny,4,0,Spring
2015-06-04,0,Clear,5,0,Spring
2015-06-04,600,Clear,5,0,Spring
2015-06-04,1200,Sunny,5,0,Spring
2015-06-04,1800,Sunny,5,0,Spring
2015-06-05,0,Clear,6,0,Spring
2015-06-05,600,Clear,6,0,Spring
2015-06-05,1200,Sunny,6,0,Spring
2015-06-05,1800,Sunny,6,0,Spring
2015-06-06,0,Clear,7,0,Spring
2015-06-06,600,Clear,7,0,Spring
2015-06-06,1200,Sunny,7,0,Spring
2015-06-06,1800,Sunny,7,0,Spring
2015-06-07,0,Clear,1,0,Spring
2015-06-07,600,Clear,1,0,Spring
2015-06-07,1200,Sunny,1,0,Spring
2015-06-07,1800,Sunny,1,0,Spring
2015-06-08,0,Clear,2,0,Spring
2015-06-08,600,Clear,2,0,Spring
2015-06-08,1200,Sunny,2,0,Spring
2015-06-08,1800,Sunny,2,0,Spring
2015-06-09,0,Clear,3,0,Spring
2015-06-09,600,Clear,3,0,Spring
2015-06-09,1200,Sunny,3,0,Spring
2015-06-09,1800,Sunny,3,0,Spring
2015-06-10,0,Clear,4,0,Spring
2015-06-10,600,Clear,4,0,Spring
2015-06-10,1200,Sunny,4,0,Spring
2015-06-10,1800,Sunny,4,0,Spring
2015-06-11,0,Clear,5,0,Spring
2015-06-11,600,Clear,5,0,Spring
2015-06-11,1200,Sunny,5,0,Spring
2015-06-11,1800,Sunny,5,0,Spring
2015-06-12,0,Clear,6,0,Spring
2015-06-12,600,Clear,6,0,Spring
2015-06-12,1200,Sunny,6,0,Spring
2015-06-12,1800,Partly cloudy,6,0,Spring
2015-06-13,0,Patchy rain possible,7,0,Spring
2015-06-13,600,Clear,7,0,Spring
2015-06-13,1200,Sunny,7,0,Spring
2015-06-13,1800,Sunny,7,0,Spring
2015-06-14,0,Clear,1,0,Spring
2015-06-14,600,Partly cloudy,1,0,Spring
2015-06-14,1200,Patchy rain possible,1,0,Spring
2015-06-14,1800,Patchy rain possible,1,0,Spring
2015-06-15,0,Partly cloudy,2,0,Spring
2015-06-15,600,Patchy rain possible,2,0,Spring
2015-06-15,1200,Sunny,2,0,Spring
2015-06-15,1800,Sunny,2,0,Spring
2015-06-16,0,Patchy rain possible,3,0,Spring
2015-06-16,600,Partly cloudy,3,0,Spring
2015-06-16,1200,Sunny,3,0,Spring
2015-06-16,1800,Sunny,3,0,Spring
2015-06-17,0,Clear,4,1,Spring
2015-06-17,600,Clear,4,1,Spring
2015-06-17,1200,Light rain shower,4,1,Spring
2015-06-17,1800,Sunny,4,1,Spring
2015-06-18,0,Clear,5,0,Spring
2015-06-18,600,Clear,5,0,Spring
2015-06-18,1200,Sunny,5,0,Spring
2015-06-18,1800,Sunny,5,0,Spring
2015-06-19,0,Clear,6,0,Spring
2015-06-19,600,Clear,6,0,Spring
2015-06-19,1200,Sunny,6,0,Spring
2015-06-19,1800,Sunny,6,0,Spring
2015-06-20,0,Clear,7,0,Spring
2015-06-20,600,Clear,7,0,Spring
2015-06-20,1200,Sunny,7,0,Spring
2015-06-20,1800,Patchy rain possible,7,0,Spring
2015-06-21,0,Clear,1,0,Spring
2015-06-21,600,Clear,1,0,Spring
2015-06-21,1200,Sunny,1,0,Spring
2015-06-21,1800,Sunny,1,0,Spring
2015-06-22,0,Clear,2,0,Summer
2015-06-22,600,Clear,2,0,Summer
2015-06-22,1200,Sunny,2,0,Summer
2015-06-22,1800,Sunny,2,0,Summer
2015-06-23,0,Patchy rain possible,3,0,Summer
2015-06-23,600,Partly cloudy,3,0,Summer
2015-06-23,1200,Partly cloudy,3,0,Summer
2015-06-23,1800,Partly cloudy,3,0,Summer
2015-06-24,0,Clear,4,0,Summer
2015-06-24,600,Partly cloudy,4,0,Summer
2015-06-24,1200,Sunny,4,0,Summer
2015-06-24,1800,Sunny,4,0,Summer
2015-06-25,0,Clear,5,0,Summer
2015-06-25,600,Clear,5,0,Summer
2015-06-25,1200,Sunny,5,0,Summer
2015-06-25,1800,Sunny,5,0,Summer
2015-06-26,0,Clear,6,0,Summer
2015-06-26,600,Clear,6,0,Summer
2015-06-26,1200,Sunny,6,0,Summer
2015-06-26,1800,Sunny,6,0,Summer
2015-06-27,0,Clear,7,0,Summer
2015-06-27,600,Clear,7,0,Summer
2015-06-27,1200,Sunny,7,0,Summer
2015-06-27,1800,Sunny,7,0,Summer
2015-06-28,0,Clear,1,0,Summer
2015-06-28,600,Clear,1,0,Summer
2015-06-28,1200,Sunny,1,0,Summer
2015-06-28,1800,Sunny,1,0,Summer
2015-06-29,0,Clear,2,0,Summer
2015-06-29,600,Clear,2,0,Summer
2015-06-29,1200,Sunny,2,0,Summer
2015-06-29,1800,Sunny,2,0,Summer
2015-06-30,0,Clear,3,0,Summer
2015-06-30,600,Clear,3,0,Summer
2015-06-30,1200,Sunny,3,0,Summer
2015-06-30,1800,Sunny,3,0,Summer
2015-07-01,0,Clear,4,0,Summer
2015-07-01,600,Clear,4,0,Summer
2015-07-01,1200,Sunny,4,0,Summer
2015-07-01,1800,Sunny,4,0,Summer
2015-07-02,0,Clear,5,0,Summer
2015-07-02,600,Clear,5,0,Summer
2015-07-02,1200,Sunny,5,0,Summer
2015-07-02,1800,Sunny,5,0,Summer
2015-07-03,0,Clear,6,0,Summer
2015-07-03,600,Clear,6,0,Summer
2015-07-03,1200,Sunny,6,0,Summer
2015-07-03,1800,Sunny,6,0,Summer
2015-07-04,0,Clear,7,0,Summer
2015-07-04,600,Clear,7,0,Summer
2015-07-04,1200,Sunny,7,0,Summer
2015-07-04,1800,Sunny,7,0,Summer
2015-07-05,0,Clear,1,0,Summer
2015-07-05,600,Clear,1,0,Summer
2015-07-05,1200,Sunny,1,0,Summer
2015-07-05,1800,Sunny,1,0,Summer
2015-07-06,0,Clear,2,0,Summer
2015-07-06,600,Clear,2,0,Summer
2015-07-06,1200,Sunny,2,0,Summer
2015-07-06,1800,Partly cloudy,2,0,Summer
2015-07-07,0,Clear,3,0,Summer
2015-07-07,600,Clear,3,0,Summer
2015-07-07,1200,Sunny,3,0,Summer
2015-07-07,1800,Sunny,3,0,Summer
2015-07-08,0,Clear,4,0,Summer
2015-07-08,600,Clear,4,0,Summer
2015-07-08,1200,Sunny,4,0,Summer
2015-07-08,1800,Sunny,4,0,Summer
2015-07-09,0,Clear,5,0,Summer
2015-07-09,600,Clear,5,0,Summer
2015-07-09,1200,Partly cloudy,5,0,Summer
2015-07-09,1800,Sunny,5,0,Summer
2015-07-10,0,Clear,6,0,Summer
2015-07-10,600,Clear,6,0,Summer
2015-07-10,1200,Sunny,6,0,Summer
2015-07-10,1800,Sunny,6,0,Summer
2015-07-11,0,Clear,7,0,Summer
2015-07-11,600,Clear,7,0,Summer
2015-07-11,1200,Sunny,7,0,Summer
2015-07-11,1800,Sunny,7,0,Summer
2015-07-12,0,Clear,1,0,Summer
2015-07-12,600,Clear,1,0,Summer
2015-07-12,1200,Sunny,1,0,Summer
2015-07-12,1800,Sunny,1,0,Summer
2015-07-13,0,Clear,2,0,Summer
2015-07-13,600,Clear,2,0,Summer
2015-07-13,1200,Sunny,2,0,Summer
2015-07-13,1800,Sunny,2,0,Summer
2015-07-14,0,Clear,3,0,Summer
2015-07-14,600,Clear,3,0,Summer
2015-07-14,1200,Sunny,3,0,Summer
2015-07-14,1800,Sunny,3,0,Summer
2015-07-15,0,Clear,4,0,Summer
2015-07-15,600,Clear,4,0,Summer
2015-07-15,1200,Sunny,4,0,Summer
2015-07-15,1800,Sunny,4,0,Summer
2015-07-16,0,Clear,5,0,Summer
2015-07-16,600,Clear,5,0,Summer
2015-07-16,1200,Sunny,5,0,Summer
2015-07-16,1800,Sunny,5,0,Summer
2015-07-17,0,Clear,6,0,Summer
2015-07-17,600,Clear,6,0,Summer
2015-07-17,1200,Sunny,6,0,Summer
2015-07-17,1800,Sunny,6,0,Summer
2015-07-18,0,Clear,7,0,Summer
2015-07-18,600,Clear,7,0,Summer
2015-07-18,1200,Sunny,7,0,Summer
2015-07-18,1800,Sunny,7,0,Summer
2015-07-19,0,Clear,1,0,Summer
2015-07-19,600,Clear,1,0,Summer
2015-07-19,1200,Sunny,1,0,Summer
2015-07-19,1800,Sunny,1,0,Summer
2015-07-20,0,Clear,2,0,Summer
2015-07-20,600,Clear,2,0,Summer
2015-07-20,1200,Sunny,2,0,Summer
2015-07-20,1800,Sunny,2,0,Summer
2015-07-21,0,Clear,3,0,Summer
2015-07-21,600,Clear,3,0,Summer
2015-07-21,1200,Sunny,3,0,Summer
2015-07-21,1800,Sunny,3,0,Summer
2015-07-22,0,Clear,4,0,Summer
2015-07-22,600,Clear,4,0,Summer
2015-07-22,1200,Sunny,4,0,Summer
2015-07-22,1800,Sunny,4,0,Summer
2015-07-23,0,Clear,5,0,Summer
2015-07-23,600,Clear,5,0,Summer
2015-07-23,1200,Sunny,5,0,Summer
2015-07-23,1800,Sunny,5,0,Summer
2015-07-24,0,Clear,6,0,Summer
2015-07-24,600,Clear,6,0,Summer
2015-07-24,1200,Sunny,6,0,Summer
2015-07-24,1800,Sunny,6,0,Summer
2015-07-25,0,Clear,7,0,Summer
2015-07-25,600,Light rain shower,7,0,Summer
2015-07-25,1200,Sunny,7,0,Summer
2015-07-25,1800,Patchy rain possible,7,0,Summer
2015-07-26,0,Clear,1,0,Summer
2015-07-26,600,Clear,1,0,Summer
2015-07-26,1200,Sunny,1,0,Summer
2015-07-26,1800,Sunny,1,0,Summer
2015-07-27,0,Cloudy,2,0,Summer
2015-07-27,600,Light rain shower,2,0,Summer
2015-07-27,1200,Patchy rain possible,2,0,Summer
2015-07-27,1800,Sunny,2,0,Summer
2015-07-28,0,Clear,3,0,Summer
2015-07-28,600,Clear,3,0,Summer
2015-07-28,1200,Sunny,3,0,Summer
2015-07-28,1800,Sunny,3,0,Summer
2015-07-29,0,Clear,4,0,Summer
2015-07-29,600,Clear,4,0,Summer
2015-07-29,1200,Sunny,4,0,Summer
2015-07-29,1800,Sunny,4,0,Summer
2015-07-30,0,Clear,5,0,Summer
2015-07-30,600,Clear,5,0,Summer
2015-07-30,1200,Sunny,5,0,Summer
2015-07-30,1800,Sunny,5,0,Summer
2015-07-31,0,Clear,6,0,Summer
2015-07-31,600,Clear,6,0,Summer
2015-07-31,1200,Partly cloudy,6,0,Summer
2015-07-31,1800,Sunny,6,0,Summer
2015-08-01,0,Clear,7,0,Summer
2015-08-01,600,Clear,7,0,Summer
2015-08-01,1200,Partly cloudy,7,0,Summer
2015-08-01,1800,Patchy rain possible,7,0,Summer
2015-08-02,0,Clear,1,0,Summer
2015-08-02,600,Clear,1,0,Summer
2015-08-02,1200,Sunny,1,0,Summer
2015-08-02,1800,Sunny,1,0,Summer
2015-08-03,0,Clear,2,0,Summer
2015-08-03,600,Clear,2,0,Summer
2015-08-03,1200,Sunny,2,0,Summer
2015-08-03,1800,Sunny,2,0,Summer
2015-08-04,0,Clear,3,0,Summer
2015-08-04,600,Clear,3,0,Summer
2015-08-04,1200,Sunny,3,0,Summer
2015-08-04,1800,Partly cloudy,3,0,Summer
2015-08-05,0,Clear,4,0,Summer
2015-08-05,600,Clear,4,0,Summer
2015-08-05,1200,Sunny,4,0,Summer
2015-08-05,1800,Sunny,4,0,Summer
2015-08-06,0,Clear,5,0,Summer
2015-08-06,600,Clear,5,0,Summer
2015-08-06,1200,Sunny,5,0,Summer
2015-08-06,1800,Sunny,5,0,Summer
2015-08-07,0,Clear,6,0,Summer
2015-08-07,600,Clear,6,0,Summer
2015-08-07,1200,Sunny,6,0,Summer
2015-08-07,1800,Sunny,6,0,Summer
2015-08-08,0,Clear,7,0,Summer
2015-08-08,600,Clear,7,0,Summer
2015-08-08,1200,Sunny,7,0,Summer
2015-08-08,1800,Sunny,7,0,Summer
2015-08-09,0,Clear,1,0,Summer
2015-08-09,600,Clear,1,0,Summer
2015-08-09,1200,Sunny,1,0,Summer
2015-08-09,1800,Sunny,1,0,Summer
2015-08-10,0,Clear,2,0,Summer
2015-08-10,600,Partly cloudy,2,0,Summer
2015-08-10,1200,Sunny,2,0,Summer
2015-08-10,1800,Patchy light rain with thunder,2,0,Summer
2015-08-11,0,Patchy rain possible,3,0,Summer
2015-08-11,600,Clear,3,0,Summer
2015-08-11,1200,Partly cloudy,3,0,Summer
2015-08-11,1800,Partly cloudy,3,0,Summer
2015-08-12,0,Clear,4,0,Summer
2015-08-12,600,Clear,4,0,Summer
2015-08-12,1200,Sunny,4,0,Summer
2015-08-12,1800,Sunny,4,0,Summer
2015-08-13,0,Clear,5,0,Summer
2015-08-13,600,Clear,5,0,Summer
2015-08-13,1200,Sunny,5,0,Summer
2015-08-13,1800,Sunny,5,0,Summer
2015-08-14,0,Clear,6,0,Summer
2015-08-14,600,Clear,6,0,Summer
2015-08-14,1200,Sunny,6,0,Summer
2015-08-14,1800,Sunny,6,0,Summer
2015-08-15,0,Patchy rain possible,7,1,Summer
2015-08-15,600,Patchy rain possible,7,1,Summer
2015-08-15,1200,Sunny,7,1,Summer
2015-08-15,1800,Patchy rain possible,7,1,Summer
2015-08-16,0,Patchy rain possible,1,0,Summer
2015-08-16,600,Clear,1,0,Summer
2015-08-16,1200,Sunny,1,0,Summer
2015-08-16,1800,Sunny,1,0,Summer
2015-08-17,0,Clear,2,0,Summer
2015-08-17,600,Patchy rain possible,2,0,Summer
2015-08-17,1200,Sunny,2,0,Summer
2015-08-17,1800,Sunny,2,0,Summer
2015-08-18,0,Patchy rain possible,3,0,Summer
2015-08-18,600,Cloudy,3,0,Summer
2015-08-18,1200,Sunny,3,0,Summer
2015-08-18,1800,Partly cloudy,3,0,Summer
2015-08-19,0,Light rain shower,4,0,Summer
2015-08-19,600,Patchy light rain with thunder,4,0,Summer
2015-08-19,1200,Sunny,4,0,Summer
2015-08-19,1800,Sunny,4,0,Summer
2015-08-20,0,Clear,5,0,Summer
2015-08-20,600,Clear,5,0,Summer
2015-08-20,1200,Sunny,5,0,Summer
2015-08-20,1800,Sunny,5,0,Summer
2015-08-21,0,Clear,6,0,Summer
2015-08-21,600,Clear,6,0,Summer
2015-08-21,1200,Partly cloudy,6,0,Summer
2015-08-21,1800,Sunny,6,0,Summer
2015-08-22,0,Clear,7,0,Summer
2015-08-22,600,Clear,7,0,Summer
2015-08-22,1200,Sunny,7,0,Summer
2015-08-22,1800,Sunny,7,0,Summer
2015-08-23,0,Clear,1,0,Summer
2015-08-23,600,Clear,1,0,Summer
2015-08-23,1200,Sunny,1,0,Summer
2015-08-23,1800,Partly cloudy,1,0,Summer
2015-08-24,0,Moderate or heavy rain shower,2,0,Summer
2015-08-24,600,Patchy rain possible,2,0,Summer
2015-08-24,1200,Patchy rain possible,2,0,Summer
2015-08-24,1800,Sunny,2,0,Summer
2015-08-25,0,Clear,3,0,Summer
2015-08-25,600,Clear,3,0,Summer
2015-08-25,1200,Sunny,3,0,Summer
2015-08-25,1800,Sunny,3,0,Summer
2015-08-26,0,Clear,4,0,Summer
2015-08-26,600,Clear,4,0,Summer
2015-08-26,1200,Sunny,4,0,Summer
2015-08-26,1800,Sunny,4,0,Summer
2015-08-27,0,Clear,5,0,Summer
2015-08-27,600,Clear,5,0,Summer
2015-08-27,1200,Sunny,5,0,Summer
2015-08-27,1800,Sunny,5,0,Summer
2015-08-28,0,Clear,6,0,Summer
2015-08-28,600,Clear,6,0,Summer
2015-08-28,1200,Sunny,6,0,Summer
2015-08-28,1800,Sunny,6,0,Summer
2015-08-29,0,Clear,7,0,Summer
2015-08-29,600,Clear,7,0,Summer
2015-08-29,1200,Sunny,7,0,Summer
2015-08-29,1800,Sunny,7,0,Summer
2015-08-30,0,Clear,1,0,Summer
2015-08-30,600,Clear,1,0,Summer
2015-08-30,1200,Sunny,1,0,Summer
2015-08-30,1800,Sunny,1,0,Summer
2015-08-31,0,Clear,2,0,Summer
2015-08-31,600,Clear,2,0,Summer
2015-08-31,1200,Sunny,2,0,Summer
2015-08-31,1800,Sunny,2,0,Summer
2015-09-01,0,Clear,3,0,Summer
2015-09-01,600,Clear,3,0,Summer
2015-09-01,1200,Sunny,3,0,Summer
2015-09-01,1800,Sunny,3,0,Summer
2015-09-02,0,Clear,4,0,Summer
2015-09-02,600,Clear,4,0,Summer
2015-09-02,1200,Sunny,4,0,Summer
2015-09-02,1800,Sunny,4,0,Summer
2015-09-03,0,Clear,5,0,Summer
2015-09-03,600,Clear,5,0,Summer
2015-09-03,1200,Partly cloudy,5,0,Summer
2015-09-03,1800,Sunny,5,0,Summer
2015-09-04,0,Partly cloudy,6,0,Summer
2015-09-04,600,Patchy rain possible,6,0,Summer
2015-09-04,1200,Sunny,6,0,Summer
2015-09-04,1800,Partly cloudy,6,0,Summer
2015-09-05,0,Partly cloudy,7,0,Summer
2015-09-05,600,Light rain shower,7,0,Summer
2015-09-05,1200,Sunny,7,0,Summer
2015-09-05,1800,Sunny,7,0,Summer
2015-09-06,0,Clear,1,0,Summer
2015-09-06,600,Clear,1,0,Summer
2015-09-06,1200,Sunny,1,0,Summer
2015-09-06,1800,Sunny,1,0,Summer
2015-09-07,0,Clear,2,0,Summer
2015-09-07,600,Clear,2,0,Summer
2015-09-07,1200,Sunny,2,0,Summer
2015-09-07,1800,Sunny,2,0,Summer
2015-09-08,0,Clear,3,0,Summer
2015-09-08,600,Clear,3,0,Summer
2015-09-08,1200,Sunny,3,0,Summer
2015-09-08,1800,Sunny,3,0,Summer
2015-09-09,0,Clear,4,0,Summer
2015-09-09,600,Clear,4,0,Summer
2015-09-09,1200,Sunny,4,0,Summer
2015-09-09,1800,Sunny,4,0,Summer
2015-09-10,0,Clear,5,0,Summer
2015-09-10,600,Clear,5,0,Summer
2015-09-10,1200,Sunny,5,0,Summer
2015-09-10,1800,Sunny,5,0,Summer
2015-09-11,0,Clear,6,0,Summer
2015-09-11,600,Clear,6,0,Summer
2015-09-11,1200,Sunny,6,0,Summer
2015-09-11,1800,Sunny,6,0,Summer
2015-09-12,0,Clear,7,0,Summer
2015-09-12,600,Clear,7,0,Summer
2015-09-12,1200,Partly cloudy,7,0,Summer
2015-09-12,1800,Patchy rain possible,7,0,Summer
2015-09-13,0,Clear,1,0,Summer
2015-09-13,600,Light rain shower,1,0,Summer
2015-09-13,1200,Moderate rain at times,1,0,Summer
2015-09-13,1800,Moderate or heavy rain shower,1,0,Summer
2015-09-14,0,Moderate or heavy rain shower,2,0,Summer
2015-09-14,600,Patchy rain possible,2,0,Summer
2015-09-14,1200,Sunny,2,0,Summer
2015-09-14,1800,Sunny,2,0,Summer
2015-09-15,0,Clear,3,0,Summer
2015-09-15,600,Clear,3,0,Summer
2015-09-15,1200,Sunny,3,0,Summer
2015-09-15,1800,Sunny,3,0,Summer
2015-09-16,0,Patchy rain possible,4,0,Summer
2015-09-16,600,Light rain shower,4,0,Summer
2015-09-16,1200,Sunny,4,0,Summer
2015-09-16,1800,Patchy rain possible,4,0,Summer
2015-09-17,0,Light drizzle,5,0,Summer
2015-09-17,600,Cloudy,5,0,Summer
2015-09-17,1200,Partly cloudy,5,0,Summer
2015-09-17,1800,Patchy rain possible,5,0,Summer
2015-09-18,0,Cloudy,6,0,Summer
2015-09-18,600,Cloudy,6,0,Summer
2015-09-18,1200,Sunny,6,0,Summer
2015-09-18,1800,Cloudy,6,0,Summer
2015-09-19,0,Clear,7,0,Summer
2015-09-19,600,Partly cloudy,7,0,Summer
2015-09-19,1200,Partly cloudy,7,0,Summer
2015-09-19,1800,Sunny,7,0,Summer
2015-09-20,0,Clear,1,0,Summer
2015-09-20,600,Clear,1,0,Summer
2015-09-20,1200,Partly cloudy,1,0,Summer
2015-09-20,1800,Sunny,1,0,Summer
2015-09-21,0,Clear,2,0,Summer
2015-09-21,600,Clear,2,0,Summer
2015-09-21,1200,Sunny,2,0,Summer
2015-09-21,1800,Sunny,2,0,Summer
2015-09-22,0,Clear,3,0,Autumn
2015-09-22,600,Clear,3,0,Autumn
2015-09-22,1200,Sunny,3,0,Autumn
2015-09-22,1800,Partly cloudy,3,0,Autumn
2015-09-23,0,Patchy rain possible,4,0,Autumn
2015-09-23,600,Patchy rain possible,4,0,Autumn
2015-09-23,1200,Patchy rain possible,4,0,Autumn
2015-09-23,1800,Sunny,4,0,Autumn
2015-09-24,0,Patchy rain possible,5,0,Autumn
2015-09-24,600,Clear,5,0,Autumn
2015-09-24,1200,Partly cloudy,5,0,Autumn
2015-09-24,1800,Partly cloudy,5,0,Autumn
2015-09-25,0,Partly cloudy,6,0,Autumn
2015-09-25,600,Clear,6,0,Autumn
2015-09-25,1200,Partly cloudy,6,0,Autumn
2015-09-25,1800,Sunny,6,0,Autumn
2015-09-26,0,Clear,7,0,Autumn
2015-09-26,600,Clear,7,0,Autumn
2015-09-26,1200,Partly cloudy,7,0,Autumn
2015-09-26,1800,Partly cloudy,7,0,Autumn
2015-09-27,0,Partly cloudy,1,0,Autumn
2015-09-27,600,Clear,1,0,Autumn
2015-09-27,1200,Partly cloudy,1,0,Autumn
2015-09-27,1800,Sunny,1,0,Autumn
2015-09-28,0,Clear,2,0,Autumn
2015-09-28,600,Partly cloudy,2,0,Autumn
2015-09-28,1200,Sunny,2,0,Autumn
2015-09-28,1800,Sunny,2,0,Autumn
2015-09-29,0,Clear,3,0,Autumn
2015-09-29,600,Partly cloudy,3,0,Autumn
2015-09-29,1200,Partly cloudy,3,0,Autumn
2015-09-29,1800,Sunny,3,0,Autumn
2015-09-30,0,Clear,4,0,Autumn
2015-09-30,600,Clear,4,0,Autumn
2015-09-30,1200,Sunny,4,0,Autumn
2015-09-30,1800,Sunny,4,0,Autumn
2015-10-01,0,Cloudy,5,0,Autumn
2015-10-01,600,Patchy light drizzle,5,0,Autumn
2015-10-01,1200,Moderate rain,5,0,Autumn
2015-10-01,1800,Moderate rain,5,0,Autumn
2015-10-02,0,Patchy rain possible,6,0,Autumn
2015-10-02,600,Light rain shower,6,0,Autumn
2015-10-02,1200,Light rain,6,0,Autumn
2015-10-02,1800,Moderate or heavy rain shower,6,0,Autumn
2015-10-03,0,Light rain shower,7,0,Autumn
2015-10-03,600,Patchy rain possible,7,0,Autumn
2015-10-03,1200,Patchy rain possible,7,0,Autumn
2015-10-03,1800,Sunny,7,0,Autumn
2015-10-04,0,Light rain shower,1,0,Autumn
2015-10-04,600,Light rain shower,1,0,Autumn
2015-10-04,1200,Patchy rain possible,1,0,Autumn
2015-10-04,1800,Partly cloudy,1,0,Autumn
2015-10-05,0,Partly cloudy,2,0,Autumn
2015-10-05,600,Cloudy,2,0,Autumn
2015-10-05,1200,Partly cloudy,2,0,Autumn
2015-10-05,1800,Partly cloudy,2,0,Autumn
2015-10-06,0,Light drizzle,3,0,Autumn
2015-10-06,600,Light rain shower,3,0,Autumn
2015-10-06,1200,Patchy rain possible,3,0,Autumn
2015-10-06,1800,Patchy rain possible,3,0,Autumn
2015-10-07,0,Patchy rain possible,4,0,Autumn
2015-10-07,600,Patchy rain possible,4,0,Autumn
2015-10-07,1200,Patchy rain possible,4,0,Autumn
2015-10-07,1800,Moderate or heavy rain shower,4,0,Autumn
2015-10-08,0,Moderate or heavy rain shower,5,0,Autumn
2015-10-08,600,Patchy rain possible,5,0,Autumn
2015-10-08,1200,Sunny,5,0,Autumn
2015-10-08,1800,Sunny,5,0,Autumn
2015-10-09,0,Clear,6,0,Autumn
2015-10-09,600,Clear,6,0,Autumn
2015-10-09,1200,Sunny,6,0,Autumn
2015-10-09,1800,Partly cloudy,6,0,Autumn
2015-10-10,0,Cloudy,7,0,Autumn
2015-10-10,600,Partly cloudy,7,0,Autumn
2015-10-10,1200,Patchy light drizzle,7,0,Autumn
2015-10-10,1800,Partly cloudy,7,0,Autumn
2015-10-11,0,Partly cloudy,1,0,Autumn
2015-10-11,600,Partly cloudy,1,0,Autumn
2015-10-11,1200,Sunny,1,0,Autumn
2015-10-11,1800,Sunny,1,0,Autumn
2015-10-12,0,Patchy rain possible,2,0,Autumn
2015-10-12,600,Cloudy,2,0,Autumn
2015-10-12,1200,Partly cloudy,2,0,Autumn
2015-10-12,1800,Light drizzle,2,0,Autumn
2015-10-13,0,Light rain shower,3,0,Autumn
2015-10-13,600,Light rain shower,3,0,Autumn
2015-10-13,1200,Moderate or heavy rain shower,3,0,Autumn
2015-10-13,1800,Patchy rain possible,3,0,Autumn
2015-10-14,0,Patchy rain possible,4,0,Autumn
2015-10-14,600,Light rain shower,4,0,Autumn
2015-10-14,1200,Moderate or heavy rain shower,4,0,Autumn
2015-10-14,1800,Patchy rain possible,4,0,Autumn
2015-10-15,0,Moderate rain at times,5,0,Autumn
2015-10-15,600,Clear,5,0,Autumn
2015-10-15,1200,Partly cloudy,5,0,Autumn
2015-10-15,1800,Sunny,5,0,Autumn
2015-10-16,0,Patchy rain possible,6,0,Autumn
2015-10-16,600,Light rain shower,6,0,Autumn
2015-10-16,1200,Partly cloudy,6,0,Autumn
2015-10-16,1800,Overcast,6,0,Autumn
2015-10-17,0,Light rain shower,7,0,Autumn
2015-10-17,600,Overcast,7,0,Autumn
2015-10-17,1200,Overcast,7,0,Autumn
2015-10-17,1800,Partly cloudy,7,0,Autumn
2015-10-18,0,Partly cloudy,1,0,Autumn
2015-10-18,600,Partly cloudy,1,0,Autumn
2015-10-18,1200,Partly cloudy,1,0,Autumn
2015-10-18,1800,Light rain,1,0,Autumn
2015-10-19,0,Patchy rain possible,2,0,Autumn
2015-10-19,600,Partly cloudy,2,0,Autumn
2015-10-19,1200,Sunny,2,0,Autumn
2015-10-19,1800,Sunny,2,0,Autumn
2015-10-20,0,Clear,3,0,Autumn
2015-10-20,600,Clear,3,0,Autumn
2015-10-20,1200,Sunny,3,0,Autumn
2015-10-20,1800,Sunny,3,0,Autumn
2015-10-21,0,Clear,4,0,Autumn
2015-10-21,600,Clear,4,0,Autumn
2015-10-21,1200,Sunny,4,0,Autumn
2015-10-21,1800,Sunny,4,0,Autumn
2015-10-22,0,Clear,5,0,Autumn
2015-10-22,600,Clear,5,0,Autumn
2015-10-22,1200,Sunny,5,0,Autumn
2015-10-22,1800,Sunny,5,0,Autumn
2015-10-23,0,Clear,6,0,Autumn
2015-10-23,600,Clear,6,0,Autumn
2015-10-23,1200,Sunny,6,0,Autumn
2015-10-23,1800,Sunny,6,0,Autumn
2015-10-24,0,Clear,7,0,Autumn
2015-10-24,600,Clear,7,0,Autumn
2015-10-24,1200,Sunny,7,0,Autumn
2015-10-24,1800,Partly cloudy,7,0,Autumn
2015-10-25,0,Cloudy,1,0,Autumn
2015-10-25,600,Cloudy,1,0,Autumn
2015-10-25,1200,Cloudy,1,0,Autumn
2015-10-25,1800,Sunny,1,0,Autumn
