,day,day_range,total_count,weather,day_of_week,celebration,season,month,day_of_year,count_discretized
781,2015-04-06,1800,30,Partly cloudy,2,True,Spring,4,6,0.0
782,2015-03-03,0,5,Clear,3,False,Winter,3,3,0.0
783,2015-02-25,600,333,Partly cloudy,4,False,Winter,2,25,2.0
784,2015-01-19,1200,225,Partly cloudy,2,False,Winter,1,19,2.0
785,2015-12-28,0,3,Clear,2,False,Winter,12,28,0.0
786,2015-08-19,0,5,Light rain shower,4,False,Summer,8,19,0.0
787,2015-06-20,600,68,Clear,7,False,Spring,6,20,1.0
788,2015-05-28,1200,329,Sunny,5,False,Spring,5,28,2.0
789,2015-03-06,1800,135,Sunny,6,False,Winter,3,6,1.0
790,2015-02-06,1200,130,Patchy light drizzle,6,False,Winter,2,6,1.0
791,2015-12-19,1800,38,Partly cloudy,7,False,Autumn,12,19,1.0
792,2015-10-09,600,317,Clear,6,False,Autumn,10,9,2.0
793,2015-09-17,1200,174,Partly cloudy,5,False,Summer,9,17,2.0
794,2015-09-09,1800,99,Sunny,4,False,Summer,9,9,1.0
795,2015-08-08,600,18,Clear,7,False,Summer,8,8,0.0
796,2015-04-06,1200,34,Partly cloudy,2,True,Spring,4,6,0.0
797,2015-02-10,0,1,Partly cloudy,3,False,Winter,2,10,0.0
798,2015-12-08,1800,44,Sunny,3,True,Autumn,12,8,1.0
799,2015-08-27,600,82,Clear,5,False,Summer,8,27,1.0
800,2015-06-13,1200,102,Sunny,7,False,Spring,6,13,1.0
801,2015-05-22,1200,209,Patchy light rain,6,False,Spring,5,22,2.0
802,2015-04-24,1800,134,Sunny,6,False,Spring,4,24,1.0
803,2015-04-16,1800,183,Sunny,5,False,Spring,4,16,2.0
804,2015-04-12,600,40,Clear,1,False,Spring,4,12,1.0
805,2015-03-31,0,7,Clear,3,False,Spring,3,31,0.0
806,2015-02-09,0,7,Clear,2,False,Winter,2,9,0.0
807,2015-01-04,600,11,Partly cloudy,1,False,Winter,1,4,0.0
808,2015-12-14,600,348,Clear,2,False,Autumn,12,14,2.0
809,2015-11-28,0,17,Clear,7,False,Autumn,11,28,0.0
810,2015-09-10,1200,181,Sunny,5,False,Summer,9,10,2.0
811,2015-07-25,1200,53,Sunny,7,False,Summer,7,25,1.0
812,2015-07-04,1800,109,Sunny,7,False,Summer,7,4,1.0
813,2015-07-04,0,23,Clear,7,False,Summer,7,4,0.0
814,2015-06-04,0,8,Clear,5,False,Spring,6,4,0.0
815,2015-05-05,1800,211,Sunny,3,False,Spring,5,5,2.0
816,2015-03-14,0,32,Clear,7,False,Winter,3,14,0.0
817,2015-01-10,1800,35,Sunny,7,False,Winter,1,10,1.0
818,2015-12-27,1200,12,Sunny,1,False,Winter,12,27,0.0
819,2015-11-08,1200,59,Sunny,1,False,Autumn,11,8,1.0
820,2015-10-20,600,387,Clear,3,False,Autumn,10,20,2.0
821,2015-07-23,1200,143,Sunny,5,False,Summer,7,23,2.0
822,2015-07-17,0,14,Clear,6,False,Summer,7,17,0.0
823,2015-04-20,600,403,Clear,2,False,Spring,4,20,2.0
824,2015-02-04,0,4,Light rain,4,False,Winter,2,4,0.0
825,2015-10-07,600,349,Patchy rain possible,4,False,Autumn,10,7,2.0
826,2015-06-23,600,247,Partly cloudy,3,False,Summer,6,23,2.0
827,2015-05-28,1800,163,Sunny,5,False,Spring,5,28,2.0
828,2015-04-01,600,315,Clear,4,False,Spring,4,1,2.0
829,2015-12-16,1800,109,Sunny,4,False,Autumn,12,16,1.0
830,2015-10-01,1800,77,Moderate rain,5,False,Autumn,10,1,1.0
831,2015-08-10,600,57,Partly cloudy,2,False,Summer,8,10,1.0
832,2015-04-21,1200,355,Sunny,3,False,Spring,4,21,2.0
833,2015-04-16,600,380,Overcast,5,False,Spring,4,16,2.0
834,2015-03-26,600,250,Light rain,5,False,Spring,3,26,2.0
835,2015-02-03,1200,126,Patchy light drizzle,3,False,Winter,2,3,1.0
836,2015-01-01,0,5,Clear,5,True,Winter,1,1,0.0
837,2015-12-29,1800,28,Sunny,3,False,Winter,12,29,0.0
838,2015-12-13,1200,25,Patchy rain possible,1,False,Autumn,12,13,0.0
839,2015-11-17,1800,126,Sunny,3,False,Autumn,11,17,1.0
840,2015-04-08,1200,216,Sunny,4,False,Spring,4,8,2.0
841,2015-03-29,1800,101,Sunny,1,True,Spring,3,29,1.0
842,2015-01-25,1800,51,Sunny,1,False,Winter,1,25,1.0
843,2015-11-09,600,352,Clear,2,False,Autumn,11,9,2.0
844,2015-10-30,1800,101,Sunny,6,False,Autumn,10,30,1.0
845,2015-10-29,600,223,Patchy rain possible,5,False,Autumn,10,29,2.0
846,2015-10-22,600,352,Clear,5,False,Autumn,10,22,2.0
847,2015-09-24,1800,147,Partly cloudy,5,False,Autumn,9,24,2.0
848,2015-08-22,600,19,Clear,7,False,Summer,8,22,0.0
849,2015-06-16,600,221,Partly cloudy,3,False,Spring,6,16,2.0
850,2015-05-24,1200,88,Partly cloudy,1,True,Spring,5,24,1.0
851,2015-03-10,1200,378,Sunny,3,False,Winter,3,10,2.0
852,2015-12-10,600,335,Partly cloudy,5,False,Autumn,12,10,2.0
853,2015-11-10,1200,339,Partly cloudy,3,False,Autumn,11,10,2.0
854,2015-07-24,600,217,Clear,6,False,Summer,7,24,2.0
855,2015-01-13,0,4,Clear,3,False,Winter,1,13,0.0
856,2015-01-06,1200,41,Patchy rain possible,3,True,Winter,1,6,1.0
857,2015-12-09,1200,244,Partly cloudy,4,False,Autumn,12,9,2.0
858,2015-11-14,0,16,Cloudy,7,False,Autumn,11,14,0.0
859,2015-07-29,1800,114,Sunny,4,False,Summer,7,29,1.0
860,2015-06-14,0,30,Clear,1,False,Spring,6,14,0.0
861,2015-06-01,1200,125,Sunny,2,False,Spring,6,1,1.0
862,2015-05-03,1200,75,Partly cloudy,1,False,Spring,5,3,1.0
863,2015-04-24,600,359,Partly cloudy,6,False,Spring,4,24,2.0
864,2015-03-20,0,9,Clear,6,False,Winter,3,20,0.0
865,2015-02-20,0,16,Partly cloudy,6,False,Winter,2,20,0.0
866,2015-01-18,600,23,Clear,1,False,Winter,1,18,0.0
867,2015-01-14,600,257,Patchy rain possible,4,False,Winter,1,14,2.0
868,2015-11-15,600,23,Mist,1,False,Autumn,11,15,0.0
869,2015-10-10,1800,38,Partly cloudy,7,False,Autumn,10,10,1.0
870,2015-09-25,600,324,Clear,6,False,Autumn,9,25,2.0
871,2015-09-15,0,12,Clear,3,False,Summer,9,15,0.0
872,2015-08-21,1800,32,Sunny,6,False,Summer,8,21,0.0
873,2015-08-18,600,68,Cloudy,3,False,Summer,8,18,1.0
874,2015-05-19,0,12,Clear,3,False,Spring,5,19,0.0
875,2015-05-07,600,402,Clear,5,False,Spring,5,7,2.0
876,2015-04-23,1200,355,Sunny,5,False,Spring,4,23,2.0
877,2015-12-18,1200,155,Patchy rain possible,6,False,Autumn,12,18,2.0
878,2015-11-26,1200,249,Sunny,5,False,Autumn,11,26,2.0
879,2015-11-22,600,16,Cloudy,1,False,Autumn,11,22,0.0
880,2015-10-26,1800,112,Sunny,2,False,Autumn,10,26,1.0
881,2015-10-25,1200,34,Cloudy,1,False,Autumn,10,25,0.0
882,2015-10-25,0,31,Cloudy,1,False,Autumn,10,25,0.0
883,2015-10-11,1200,56,Sunny,1,False,Autumn,10,11,1.0
884,2015-08-23,1200,35,Sunny,1,False,Summer,8,23,1.0
885,2015-07-02,0,24,Clear,5,False,Summer,7,2,0.0
886,2015-06-18,0,20,Clear,5,False,Spring,6,18,0.0
887,2015-04-12,1200,84,Sunny,1,False,Spring,4,12,1.0
888,2015-07-18,1800,86,Sunny,7,False,Summer,7,18,1.0
889,2015-06-24,1800,180,Sunny,4,False,Summer,6,24,2.0
890,2015-05-22,0,26,Patchy rain possible,6,False,Spring,5,22,0.0
891,2015-05-15,600,115,Patchy rain possible,6,False,Spring,5,15,1.0
892,2015-04-30,1200,324,Patchy rain possible,5,False,Spring,4,30,2.0
893,2015-04-13,1800,204,Sunny,2,False,Spring,4,13,2.0
894,2015-12-07,1800,66,Cloudy,2,False,Autumn,12,7,1.0
895,2015-10-13,0,4,Light rain shower,3,False,Autumn,10,13,0.0
896,2015-09-04,1200,165,Sunny,6,False,Summer,9,4,2.0
897,2015-07-09,1200,158,Partly cloudy,5,False,Summer,7,9,2.0
898,2015-04-08,0,9,Clear,4,False,Spring,4,8,0.0
899,2015-11-15,1200,77,Cloudy,1,False,Autumn,11,15,1.0
900,2015-10-27,1200,282,Patchy rain possible,3,False,Autumn,10,27,2.0
901,2015-09-09,0,15,Clear,4,False,Summer,9,9,0.0
902,2015-09-08,1800,133,Sunny,3,False,Summer,9,8,1.0
903,2015-08-28,0,4,Clear,6,False,Summer,8,28,0.0
904,2015-08-26,1800,49,Sunny,4,False,Summer,8,26,1.0
905,2015-08-14,600,45,Clear,6,False,Summer,8,14,1.0
906,2015-04-25,1800,83,Sunny,7,True,Spring,4,25,1.0
907,2015-04-20,1200,376,Sunny,2,False,Spring,4,20,2.0
908,2015-04-11,0,19,Partly cloudy,7,False,Spring,4,11,0.0
909,2015-02-07,1200,104,Partly cloudy,7,False,Winter,2,7,1.0
910,2015-12-20,0,20,Clear,1,False,Autumn,12,20,0.0
911,2015-11-10,1800,125,Sunny,3,False,Autumn,11,10,1.0
912,2015-09-15,600,233,Clear,3,False,Summer,9,15,2.0
913,2015-08-07,600,104,Clear,6,False,Summer,8,7,1.0
914,2015-07-26,600,21,Clear,1,False,Summer,7,26,0.0
915,2015-06-13,600,71,Clear,7,False,Spring,6,13,1.0
916,2015-04-26,1200,78,Light rain shower,1,False,Spring,4,26,1.0
917,2015-03-15,1800,47,Light rain,1,False,Winter,3,15,1.0
918,2015-02-24,1800,81,Light rain,3,False,Winter,2,24,1.0
919,2015-12-21,0,9,Clear,2,False,Autumn,12,21,0.0
920,2015-06-19,1800,142,Sunny,6,False,Spring,6,19,1.0
921,2015-05-13,600,362,Clear,4,False,Spring,5,13,2.0
922,2015-05-07,1800,165,Sunny,5,False,Spring,5,7,2.0
923,2015-04-03,1800,98,Partly cloudy,6,False,Spring,4,3,1.0
924,2015-03-12,1200,359,Sunny,5,False,Winter,3,12,2.0
925,2015-03-05,1200,266,Partly cloudy,5,False,Winter,3,5,2.0
926,2015-02-24,1200,129,Light drizzle,3,False,Winter,2,24,1.0
927,2015-02-18,600,263,Clear,4,False,Winter,2,18,2.0
928,2015-02-14,1200,52,Light rain shower,7,False,Winter,2,14,1.0
929,2015-01-20,1200,216,Partly cloudy,3,False,Winter,1,20,2.0
930,2015-01-07,0,5,Partly cloudy,4,False,Winter,1,7,0.0
931,2015-11-08,0,26,Partly cloudy,1,False,Autumn,11,8,0.0
932,2015-09-25,1800,142,Sunny,6,False,Autumn,9,25,1.0
933,2015-03-13,1200,309,Sunny,6,False,Winter,3,13,2.0
934,2015-01-18,0,19,Partly cloudy,1,False,Winter,1,18,0.0
935,2015-01-09,1800,73,Sunny,6,False,Winter,1,9,1.0
936,2015-10-09,0,18,Clear,6,False,Autumn,10,9,0.0
937,2015-09-27,0,29,Partly cloudy,1,False,Autumn,9,27,0.0
938,2015-02-13,1800,133,Patchy rain possible,6,False,Winter,2,13,1.0
939,2015-11-19,1200,289,Partly cloudy,5,False,Autumn,11,19,2.0
940,2015-10-12,1800,84,Light drizzle,2,False,Autumn,10,12,1.0
941,2015-07-24,0,24,Clear,6,False,Summer,7,24,0.0
942,2015-06-19,1200,217,Sunny,6,False,Spring,6,19,2.0
943,2015-03-13,1800,154,Sunny,6,False,Winter,3,13,2.0
944,2015-09-16,600,217,Light rain shower,4,False,Summer,9,16,2.0
945,2015-08-22,1200,30,Sunny,7,False,Summer,8,22,0.0
946,2015-08-05,1800,50,Sunny,4,False,Summer,8,5,1.0
947,2015-07-08,1800,126,Sunny,4,False,Summer,7,8,1.0
948,2015-05-26,0,9,Clear,3,False,Spring,5,26,0.0
949,2015-01-08,1800,95,Partly cloudy,5,False,Winter,1,8,1.0
950,2015-12-25,0,8,Clear,6,True,Winter,12,25,0.0
951,2015-11-22,1200,51,Sunny,1,False,Autumn,11,22,1.0
952,2015-10-22,0,13,Clear,5,False,Autumn,10,22,0.0
953,2015-09-06,600,32,Clear,1,False,Summer,9,6,0.0
954,2015-03-26,1800,189,Partly cloudy,5,False,Spring,3,26,2.0
955,2015-02-27,600,269,Clear,6,False,Winter,2,27,2.0
956,2015-02-23,1200,312,Sunny,2,False,Winter,2,23,2.0
957,2015-02-06,600,90,Patchy light drizzle,6,False,Winter,2,6,1.0
958,2015-01-23,0,20,Clear,6,False,Winter,1,23,0.0
959,2015-12-26,1200,12,Sunny,7,True,Winter,12,26,0.0
960,2015-12-22,1200,67,Patchy rain possible,3,False,Winter,12,22,1.0
961,2015-12-10,0,10,Clear,5,False,Autumn,12,10,0.0
962,2015-07-19,600,33,Clear,1,False,Summer,7,19,0.0
963,2015-05-19,1800,210,Partly cloudy,3,False,Spring,5,19,2.0
964,2015-04-15,0,10,Clear,4,False,Spring,4,15,0.0
965,2015-03-13,600,305,Clear,6,False,Winter,3,13,2.0
966,2015-03-06,0,17,Clear,6,False,Winter,3,6,0.0
967,2015-09-06,1200,66,Sunny,1,False,Summer,9,6,1.0
968,2015-02-14,1800,36,Light rain shower,7,False,Winter,2,14,1.0
969,2015-12-06,1200,51,Overcast,1,False,Autumn,12,6,1.0
970,2015-11-15,0,37,Partly cloudy,1,False,Autumn,11,15,1.0
971,2015-10-07,1800,108,Moderate or heavy rain shower,4,False,Autumn,10,7,1.0
972,2015-09-11,600,175,Clear,6,False,Summer,9,11,2.0
973,2015-04-23,1800,192,Sunny,5,False,Spring,4,23,2.0
974,2015-02-21,0,14,Overcast,7,False,Winter,2,21,0.0
975,2015-02-03,0,9,Patchy rain possible,3,False,Winter,2,3,0.0
976,2015-01-11,0,18,Mist,1,False,Winter,1,11,0.0
977,2015-12-09,1800,98,Sunny,4,False,Autumn,12,9,1.0
978,2015-09-13,0,26,Clear,1,False,Summer,9,13,0.0
979,2015-05-06,1800,171,Sunny,4,False,Spring,5,6,2.0
980,2015-04-29,1800,195,Patchy rain possible,4,False,Spring,4,29,2.0
981,2015-04-11,600,61,Partly cloudy,7,False,Spring,4,11,1.0
982,2015-03-28,1200,108,Sunny,7,False,Spring,3,28,1.0
983,2015-11-30,600,309,Partly cloudy,2,False,Autumn,11,30,2.0
984,2015-08-17,600,60,Patchy rain possible,2,False,Summer,8,17,1.0
985,2015-07-29,1200,133,Sunny,4,False,Summer,7,29,1.0
986,2015-07-18,1200,88,Sunny,7,False,Summer,7,18,1.0
987,2015-06-26,0,21,Clear,6,False,Summer,6,26,0.0
988,2015-04-06,600,20,Clear,2,True,Spring,4,6,0.0
989,2015-12-30,1800,19,Sunny,4,False,Winter,12,30,0.0
990,2015-10-29,0,6,Heavy rain,5,False,Autumn,10,29,0.0
991,2015-10-21,1800,138,Sunny,4,False,Autumn,10,21,1.0
992,2015-10-11,0,18,Partly cloudy,1,False,Autumn,10,11,0.0
993,2015-09-19,1800,72,Sunny,7,False,Summer,9,19,1.0
994,2015-08-31,0,7,Clear,2,False,Summer,8,31,0.0
995,2015-07-22,600,73,Clear,4,False,Summer,7,22,1.0
996,2015-07-07,1200,211,Sunny,3,False,Summer,7,7,2.0
997,2015-06-29,1200,197,Sunny,2,False,Summer,6,29,2.0
998,2015-06-26,1200,204,Sunny,6,False,Summer,6,26,2.0
999,2015-03-03,1800,182,Sunny,3,False,Winter,3,3,2.0
1000,2015-12-18,600,240,Partly cloudy,6,False,Autumn,12,18,2.0
1001,2015-12-04,0,4,Clear,6,False,Autumn,12,4,0.0
1002,2015-11-07,1800,56,Sunny,7,False,Autumn,11,7,1.0
1003,2015-09-13,600,14,Light rain shower,1,False,Summer,9,13,0.0
1004,2015-09-10,0,15,Clear,5,False,Summer,9,10,0.0
1005,2015-08-11,600,69,Clear,3,False,Summer,8,11,1.0
1006,2015-06-26,600,202,Clear,6,False,Summer,6,26,2.0
1007,2015-02-17,0,8,Patchy light drizzle,3,False,Winter,2,17,0.0
1008,2015-01-11,1200,54,Light drizzle,1,False,Winter,1,11,1.0
1009,2015-10-29,1200,245,Patchy rain possible,5,False,Autumn,10,29,2.0
1010,2015-10-18,0,17,Partly cloudy,1,False,Autumn,10,18,0.0
1011,2015-09-30,1200,349,Sunny,4,False,Autumn,9,30,2.0
1012,2015-07-30,1800,98,Sunny,5,False,Summer,7,30,1.0
1013,2015-06-22,1800,155,Sunny,2,False,Summer,6,22,2.0
1014,2015-04-01,1200,300,Sunny,4,False,Spring,4,1,2.0
1015,2015-10-29,1800,135,Sunny,5,False,Autumn,10,29,1.0
1016,2015-10-16,600,274,Light rain shower,6,False,Autumn,10,16,2.0
1017,2015-10-04,600,13,Light rain shower,1,False,Autumn,10,4,0.0
1018,2015-09-20,0,23,Clear,1,False,Summer,9,20,0.0
1019,2015-08-24,600,40,Patchy rain possible,2,False,Summer,8,24,1.0
1020,2015-08-21,600,65,Clear,6,False,Summer,8,21,1.0
1021,2015-08-20,1200,67,Sunny,5,False,Summer,8,20,1.0
1022,2015-08-10,1800,44,Patchy light rain with thunder,2,False,Summer,8,10,1.0
1023,2015-04-28,0,10,Light rain,3,False,Spring,4,28,0.0
1024,2015-04-08,1800,99,Sunny,4,False,Spring,4,8,1.0
1025,2015-01-16,600,236,Light drizzle,6,False,Winter,1,16,2.0
1026,2015-07-22,1200,144,Sunny,4,False,Summer,7,22,2.0
1027,2015-07-16,1200,140,Sunny,5,False,Summer,7,16,1.0
1028,2015-05-16,600,64,Overcast,7,False,Spring,5,16,1.0
1029,2015-01-18,1200,81,Sunny,1,False,Winter,1,18,1.0
1030,2015-11-21,1200,47,Light rain shower,7,False,Autumn,11,21,1.0
1031,2015-10-22,1800,130,Sunny,5,False,Autumn,10,22,1.0
1032,2015-10-18,1200,51,Partly cloudy,1,False,Autumn,10,18,1.0
1033,2015-09-03,600,200,Clear,5,False,Summer,9,3,2.0
1034,2015-08-26,0,7,Clear,4,False,Summer,8,26,0.0
1035,2015-08-07,1200,67,Sunny,6,False,Summer,8,7,1.0
1036,2015-06-27,1200,83,Sunny,7,False,Summer,6,27,1.0
1037,2015-10-20,1200,335,Sunny,3,False,Autumn,10,20,2.0
1038,2015-10-03,0,15,Light rain shower,7,False,Autumn,10,3,0.0
1039,2015-07-15,1800,124,Sunny,4,False,Summer,7,15,1.0
1040,2015-04-04,1200,10,Light rain shower,7,False,Spring,4,4,0.0
1041,2015-02-10,600,194,Cloudy,3,False,Winter,2,10,2.0
1042,2015-01-17,600,50,Light rain shower,7,False,Winter,1,17,1.0
1043,2015-07-16,600,230,Clear,5,False,Summer,7,16,2.0
1044,2015-07-04,600,63,Clear,7,False,Summer,7,4,1.0
1045,2015-06-22,0,17,Clear,2,False,Summer,6,22,0.0
1046,2015-05-02,1200,62,Light rain shower,7,False,Spring,5,2,1.0
1047,2015-04-14,1800,197,Sunny,3,False,Spring,4,14,2.0
1048,2015-10-20,0,3,Clear,3,False,Autumn,10,20,0.0
1049,2015-07-08,1200,159,Sunny,4,False,Summer,7,8,2.0
1050,2015-07-04,1200,83,Sunny,7,False,Summer,7,4,1.0
1051,2015-06-29,1800,148,Sunny,2,False,Summer,6,29,2.0
1052,2015-06-20,0,30,Clear,7,False,Spring,6,20,0.0
1053,2015-06-04,1800,165,Sunny,5,False,Spring,6,4,2.0
1054,2015-05-11,600,369,Clear,2,False,Spring,5,11,2.0
1055,2015-03-02,0,8,Light drizzle,2,False,Winter,3,2,0.0
1056,2015-11-29,1800,40,Overcast,1,False,Autumn,11,29,1.0
1057,2015-08-27,1800,58,Sunny,5,False,Summer,8,27,1.0
1058,2015-03-02,1200,248,Light rain,2,False,Winter,3,2,2.0
1059,2015-02-16,1800,122,Patchy light rain,2,False,Winter,2,16,1.0
1060,2015-02-06,0,8,Heavy rain,6,False,Winter,2,6,0.0
1061,2015-11-27,0,12,Clear,6,False,Autumn,11,27,0.0
1062,2015-11-14,600,52,Light drizzle,7,False,Autumn,11,14,1.0
1063,2015-11-11,0,7,Mist,4,False,Autumn,11,11,0.0
1064,2015-07-25,600,23,Light rain shower,7,False,Summer,7,25,0.0
1065,2015-05-07,0,16,Clear,5,False,Spring,5,7,0.0
1066,2015-04-17,600,324,Partly cloudy,6,False,Spring,4,17,2.0
1067,2015-01-13,1200,179,Sunny,3,False,Winter,1,13,2.0
1068,2015-12-25,1200,25,Sunny,6,True,Winter,12,25,0.0
1069,2015-12-24,1800,10,Patchy rain possible,5,False,Winter,12,24,0.0
1070,2015-12-23,600,91,Cloudy,4,False,Winter,12,23,1.0
1071,2015-11-14,1200,93,Patchy rain possible,7,False,Autumn,11,14,1.0
1072,2015-09-05,600,57,Light rain shower,7,False,Summer,9,5,1.0
1073,2015-07-21,0,11,Clear,3,False,Summer,7,21,0.0
1074,2015-07-06,1800,148,Partly cloudy,2,False,Summer,7,6,2.0
1075,2015-06-23,1200,212,Partly cloudy,3,False,Summer,6,23,2.0
1076,2015-06-14,600,23,Partly cloudy,1,False,Spring,6,14,0.0
1077,2015-04-27,1800,24,Moderate or heavy rain shower,2,False,Spring,4,27,0.0
1078,2015-02-17,1200,273,Sunny,3,False,Winter,2,17,2.0
1079,2015-01-26,1800,107,Sunny,2,False,Winter,1,26,1.0
1080,2015-01-17,0,22,Light rain shower,7,False,Winter,1,17,0.0
1081,2015-12-11,600,263,Partly cloudy,6,False,Autumn,12,11,2.0
1082,2015-12-08,600,19,Patchy rain possible,3,True,Autumn,12,8,0.0
1083,2015-11-23,0,8,Clear,2,False,Autumn,11,23,0.0
1084,2015-10-08,1200,355,Sunny,5,False,Autumn,10,8,2.0
1085,2015-08-06,600,93,Clear,5,False,Summer,8,6,1.0
1086,2015-07-26,1200,29,Sunny,1,False,Summer,7,26,0.0
1087,2015-07-15,0,25,Clear,4,False,Summer,7,15,0.0
1088,2015-06-27,0,22,Clear,7,False,Summer,6,27,0.0
1089,2015-05-05,600,401,Clear,3,False,Spring,5,5,2.0
1090,2015-04-16,1200,368,Overcast,5,False,Spring,4,16,2.0
1091,2015-03-30,600,335,Cloudy,2,False,Spring,3,30,2.0
1092,2015-10-15,0,4,Moderate rain at times,5,False,Autumn,10,15,0.0
1093,2015-09-27,600,28,Clear,1,False,Autumn,9,27,0.0
1094,2015-06-02,1200,69,Sunny,3,True,Spring,6,2,1.0
1095,2015-05-20,0,16,Clear,4,False,Spring,5,20,0.0
1096,2015-02-21,1800,11,Light rain,7,False,Winter,2,21,0.0
1097,2015-12-06,0,19,Clear,1,False,Autumn,12,6,0.0
1098,2015-09-06,0,42,Clear,1,False,Summer,9,6,1.0
1099,2015-08-25,1800,47,Sunny,3,False,Summer,8,25,1.0
1100,2015-08-20,600,57,Clear,5,False,Summer,8,20,1.0
1101,2015-08-19,1200,70,Sunny,4,False,Summer,8,19,1.0
1102,2015-07-28,600,210,Clear,3,False,Summer,7,28,2.0
1103,2015-05-13,1800,172,Sunny,4,False,Spring,5,13,2.0
1104,2015-03-18,600,337,Clear,4,False,Winter,3,18,2.0
1105,2015-02-16,600,315,Patchy rain possible,2,False,Winter,2,16,2.0
1106,2015-11-27,1800,82,Sunny,6,False,Autumn,11,27,1.0
1107,2015-09-08,1200,173,Sunny,3,False,Summer,9,8,2.0
1108,2015-06-27,1800,116,Sunny,7,False,Summer,6,27,1.0
1109,2015-05-27,600,244,Cloudy,4,False,Spring,5,27,2.0
1110,2015-03-23,600,384,Partly cloudy,2,False,Spring,3,23,2.0
1111,2015-01-20,1800,136,Partly cloudy,3,False,Winter,1,20,1.0
1112,2015-08-11,0,5,Patchy rain possible,3,False,Summer,8,11,0.0
1113,2015-04-22,600,444,Clear,4,False,Spring,4,22,2.0
1114,2015-12-11,1200,211,Sunny,6,False,Autumn,12,11,2.0
1115,2015-10-22,1200,336,Sunny,5,False,Autumn,10,22,2.0
1116,2015-10-18,600,20,Partly cloudy,1,False,Autumn,10,18,0.0
1117,2015-04-02,600,200,Clear,5,False,Spring,4,2,2.0
1118,2015-02-01,1800,45,Sunny,1,False,Winter,2,1,1.0
1119,2015-09-17,600,231,Cloudy,5,False,Summer,9,17,2.0
1120,2015-09-08,600,205,Clear,3,False,Summer,9,8,2.0
1121,2015-07-20,1800,134,Sunny,2,False,Summer,7,20,1.0
1122,2015-07-13,1200,151,Sunny,2,False,Summer,7,13,2.0
1123,2015-06-18,1800,163,Sunny,5,False,Spring,6,18,2.0
1124,2015-05-20,1800,177,Sunny,4,False,Spring,5,20,2.0
1125,2015-04-19,1200,88,Cloudy,1,False,Spring,4,19,1.0
1126,2015-03-22,1800,94,Sunny,1,False,Spring,3,22,1.0
1127,2015-03-09,1200,372,Sunny,2,False,Winter,3,9,2.0
1128,2015-09-23,0,15,Patchy rain possible,4,False,Autumn,9,23,0.0
1129,2015-09-03,0,11,Clear,5,False,Summer,9,3,0.0
1130,2015-07-18,0,22,Clear,7,False,Summer,7,18,0.0
1131,2015-06-16,0,18,Patchy rain possible,3,False,Spring,6,16,0.0
1132,2015-05-02,1800,63,Sunny,7,False,Spring,5,2,1.0
1133,2015-01-24,600,76,Partly cloudy,7,False,Winter,1,24,1.0
1134,2015-08-26,1200,86,Sunny,4,False,Summer,8,26,1.0
1135,2015-03-10,600,399,Clear,3,False,Winter,3,10,2.0
1136,2015-12-14,1800,89,Sunny,2,False,Autumn,12,14,1.0
1137,2015-11-08,600,30,Overcast,1,False,Autumn,11,8,0.0
1138,2015-09-25,1200,269,Partly cloudy,6,False,Autumn,9,25,2.0
1139,2015-06-09,600,193,Clear,3,False,Spring,6,9,2.0
1140,2015-05-31,1800,90,Sunny,1,False,Spring,5,31,1.0
1141,2015-03-17,0,4,Light rain,3,False,Winter,3,17,0.0
1142,2015-01-06,1800,32,Patchy light drizzle,3,True,Winter,1,6,0.0
1143,2015-01-05,1200,83,Sunny,2,False,Winter,1,5,1.0
1144,2015-12-24,1200,43,Overcast,5,False,Winter,12,24,1.0
1145,2015-11-18,0,12,Cloudy,4,False,Autumn,11,18,0.0
1146,2015-11-13,600,319,Clear,6,False,Autumn,11,13,2.0
1147,2015-10-27,1800,63,Cloudy,3,False,Autumn,10,27,1.0
1148,2015-10-26,0,5,Overcast,2,False,Autumn,10,26,0.0
1149,2015-04-07,1800,85,Sunny,3,False,Spring,4,7,1.0
1150,2015-10-31,600,57,Clear,7,False,Autumn,10,31,1.0
1151,2015-09-28,1200,291,Sunny,2,False,Autumn,9,28,2.0
1152,2015-09-19,600,67,Partly cloudy,7,False,Summer,9,19,1.0
1153,2015-07-23,1800,116,Sunny,5,False,Summer,7,23,1.0
1154,2015-07-19,0,24,Clear,1,False,Summer,7,19,0.0
1155,2015-05-22,1800,129,Patchy light drizzle,6,False,Spring,5,22,1.0
1156,2015-05-11,0,18,Clear,2,False,Spring,5,11,0.0
1157,2015-03-09,1800,155,Sunny,2,False,Winter,3,9,2.0
1158,2015-02-01,600,24,Light rain shower,1,False,Winter,2,1,0.0
1159,2015-08-06,1800,50,Sunny,5,False,Summer,8,6,1.0
1160,2015-07-10,600,232,Clear,6,False,Summer,7,10,2.0
1161,2015-07-06,600,223,Clear,2,False,Summer,7,6,2.0
1162,2015-06-15,600,227,Patchy rain possible,2,False,Spring,6,15,2.0
1163,2015-05-24,0,23,Patchy rain possible,1,True,Spring,5,24,0.0
1164,2015-04-11,1200,117,Partly cloudy,7,False,Spring,4,11,1.0
1165,2015-12-27,1800,19,Sunny,1,False,Winter,12,27,0.0
1166,2015-12-22,1800,41,Patchy rain possible,3,False,Winter,12,22,1.0
1167,2015-10-06,0,12,Light drizzle,3,False,Autumn,10,6,0.0
1168,2015-08-09,1200,13,Sunny,1,False,Summer,8,9,0.0
