,day,day_range,total_count,weather,day_of_week,celebration,season,month,day_of_year,count_discretized
388,2015-01-12,0,4,Clear,2,False,Winter,1,12,0.0
389,2015-12-26,1800,10,Sunny,7,True,Winter,12,26,0.0
390,2015-11-28,1800,48,Partly cloudy,7,False,Autumn,11,28,1.0
391,2015-11-16,600,397,Clear,2,False,Autumn,11,16,2.0
392,2015-09-26,600,55,Clear,7,False,Autumn,9,26,1.0
393,2015-08-25,600,57,Clear,3,False,Summer,8,25,1.0
394,2015-06-15,0,10,Partly cloudy,2,False,Spring,6,15,0.0
395,2015-03-01,1200,51,Light rain shower,1,False,Winter,3,1,1.0
396,2015-02-15,1800,33,Light rain shower,1,False,Winter,2,15,0.0
397,2015-01-21,1800,108,Patchy rain possible,4,False,Winter,1,21,1.0
398,2015-12-23,1800,27,Sunny,4,False,Winter,12,23,0.0
399,2015-11-23,600,276,Partly cloudy,2,False,Autumn,11,23,2.0
400,2015-06-30,1800,168,Sunny,3,False,Summer,6,30,2.0
401,2015-06-28,0,27,Clear,1,False,Summer,6,28,0.0
402,2015-06-19,600,240,Clear,6,False,Spring,6,19,2.0
403,2015-06-13,1800,80,Sunny,7,False,Spring,6,13,1.0
404,2015-06-13,0,29,Patchy rain possible,7,False,Spring,6,13,0.0
405,2015-05-08,1200,246,Partly cloudy,6,False,Spring,5,8,2.0
406,2015-03-30,0,6,Clear,2,False,Spring,3,30,0.0
407,2015-01-10,600,41,Clear,7,False,Winter,1,10,1.0
408,2015-01-05,0,4,Clear,2,False,Winter,1,5,0.0
409,2015-11-01,1200,54,Sunny,1,True,Autumn,11,1,1.0
410,2015-08-08,0,9,Clear,7,False,Summer,8,8,0.0
411,2015-06-15,1800,173,Sunny,2,False,Spring,6,15,2.0
412,2015-05-15,1800,117,Light rain shower,6,False,Spring,5,15,1.0
413,2015-04-05,0,9,Partly cloudy,1,True,Spring,4,5,0.0
414,2015-02-24,0,4,Partly cloudy,3,False,Winter,2,24,0.0
415,2015-02-08,600,19,Clear,1,False,Winter,2,8,0.0
416,2015-05-20,600,294,Cloudy,4,False,Spring,5,20,2.0
417,2015-04-02,0,10,Clear,5,False,Spring,4,2,0.0
418,2015-03-22,600,38,Cloudy,1,False,Spring,3,22,1.0
419,2015-08-23,600,11,Clear,1,False,Summer,8,23,0.0
420,2015-08-20,0,3,Clear,5,False,Summer,8,20,0.0
421,2015-08-08,1800,23,Sunny,7,False,Summer,8,8,0.0
422,2015-01-08,1200,141,Partly cloudy,5,False,Winter,1,8,1.0
423,2015-01-05,600,79,Clear,2,False,Winter,1,5,1.0
424,2015-01-03,600,20,Mist,7,False,Winter,1,3,0.0
425,2015-12-18,0,8,Clear,6,False,Autumn,12,18,0.0
426,2015-08-04,0,8,Clear,3,False,Summer,8,4,0.0
427,2015-05-21,1200,270,Sunny,5,False,Spring,5,21,2.0
428,2015-02-05,600,39,Light rain,5,False,Winter,2,5,1.0
429,2015-01-29,1800,32,Partly cloudy,5,False,Winter,1,29,0.0
430,2015-01-28,1800,121,Sunny,4,False,Winter,1,28,1.0
431,2015-05-12,0,26,Clear,3,False,Spring,5,12,0.0
432,2015-02-17,600,322,Clear,3,False,Winter,2,17,2.0
433,2015-07-20,600,205,Clear,2,False,Summer,7,20,2.0
434,2015-07-15,600,225,Clear,4,False,Summer,7,15,2.0
435,2015-07-12,1200,72,Sunny,1,False,Summer,7,12,1.0
436,2015-07-08,600,207,Clear,4,False,Summer,7,8,2.0
437,2015-04-21,0,5,Clear,3,False,Spring,4,21,0.0
438,2015-02-23,1800,120,Cloudy,2,False,Winter,2,23,1.0
439,2015-11-22,0,5,Moderate rain,1,False,Autumn,11,22,0.0
440,2015-11-19,0,8,Clear,5,False,Autumn,11,19,0.0
441,2015-09-21,1200,298,Sunny,2,False,Summer,9,21,2.0
442,2015-09-20,1200,63,Partly cloudy,1,False,Summer,9,20,1.0
443,2015-04-22,1800,210,Sunny,4,False,Spring,4,22,2.0
444,2015-04-19,600,28,Partly cloudy,1,False,Spring,4,19,0.0
445,2015-04-17,1800,156,Patchy rain possible,6,False,Spring,4,17,2.0
446,2015-02-22,1800,65,Partly cloudy,1,False,Winter,2,22,1.0
447,2015-09-02,1800,123,Sunny,4,False,Summer,9,2,1.0
448,2015-08-15,1200,22,Sunny,7,True,Summer,8,15,0.0
449,2015-07-05,1200,48,Sunny,1,False,Summer,7,5,1.0
450,2015-06-10,1800,168,Sunny,4,False,Spring,6,10,2.0
451,2015-05-12,1800,200,Sunny,3,False,Spring,5,12,2.0
452,2015-05-09,0,22,Clear,7,False,Spring,5,9,0.0
453,2015-05-01,1200,51,Partly cloudy,6,True,Spring,5,1,1.0
454,2015-12-03,0,17,Clear,5,False,Autumn,12,3,0.0
455,2015-08-28,600,85,Clear,6,False,Summer,8,28,1.0
456,2015-05-12,1200,374,Sunny,3,False,Spring,5,12,2.0
457,2015-04-09,600,306,Clear,5,False,Spring,4,9,2.0
458,2015-03-20,600,310,Clear,6,False,Winter,3,20,2.0
459,2015-02-25,1200,250,Patchy light drizzle,4,False,Winter,2,25,2.0
460,2015-01-13,1800,148,Partly cloudy,3,False,Winter,1,13,2.0
461,2015-12-06,1800,59,Cloudy,1,False,Autumn,12,6,1.0
462,2015-11-03,1200,293,Sunny,3,False,Autumn,11,3,2.0
463,2015-11-02,600,400,Clear,2,False,Autumn,11,2,2.0
464,2015-10-06,1200,339,Patchy rain possible,3,False,Autumn,10,6,2.0
465,2015-05-18,0,22,Clear,2,False,Spring,5,18,0.0
466,2015-04-09,0,10,Clear,5,False,Spring,4,9,0.0
467,2015-02-04,1200,162,Light drizzle,4,False,Winter,2,4,2.0
468,2015-12-24,0,4,Partly cloudy,5,False,Winter,12,24,0.0
469,2015-11-12,1200,304,Partly cloudy,5,False,Autumn,11,12,2.0
470,2015-11-04,0,4,Light drizzle,4,False,Autumn,11,4,0.0
471,2015-10-21,600,350,Clear,4,False,Autumn,10,21,2.0
472,2015-05-01,1800,58,Partly cloudy,6,True,Spring,5,1,1.0
473,2015-04-30,0,11,Overcast,5,False,Spring,4,30,0.0
474,2015-01-13,600,227,Clear,3,False,Winter,1,13,2.0
475,2015-01-04,1200,18,Sunny,1,False,Winter,1,4,0.0
476,2015-12-11,1800,101,Partly cloudy,6,False,Autumn,12,11,1.0
477,2015-10-12,600,413,Cloudy,2,False,Autumn,10,12,2.0
478,2015-09-22,1200,293,Sunny,3,False,Autumn,9,22,2.0
479,2015-05-14,0,9,Clear,5,False,Spring,5,14,0.0
480,2015-04-04,0,13,Cloudy,7,False,Spring,4,4,0.0
481,2015-03-07,0,20,Clear,7,False,Winter,3,7,0.0
482,2015-02-12,600,211,Clear,5,False,Winter,2,12,2.0
483,2015-01-11,1800,43,Sunny,1,False,Winter,1,11,1.0
484,2015-08-22,1800,34,Sunny,7,False,Summer,8,22,0.0
485,2015-05-21,0,12,Clear,5,False,Spring,5,21,0.0
486,2015-05-18,600,418,Clear,2,False,Spring,5,18,2.0
487,2015-04-07,0,8,Partly cloudy,3,False,Spring,4,7,0.0
488,2015-03-22,0,31,Patchy rain possible,1,False,Spring,3,22,0.0
489,2015-03-15,0,36,Patchy rain possible,1,False,Winter,3,15,1.0
490,2015-01-11,600,15,Mist,1,False,Winter,1,11,0.0
491,2015-10-04,1800,46,Partly cloudy,1,False,Autumn,10,4,1.0
492,2015-09-07,600,240,Clear,2,False,Summer,9,7,2.0
493,2015-07-31,1800,79,Sunny,6,False,Summer,7,31,1.0
494,2015-07-24,1200,148,Sunny,6,False,Summer,7,24,2.0
495,2015-12-05,600,55,Partly cloudy,7,False,Autumn,12,5,1.0
496,2015-09-25,0,14,Partly cloudy,6,False,Autumn,9,25,0.0
497,2015-08-30,600,12,Clear,1,False,Summer,8,30,0.0
498,2015-07-09,600,197,Clear,5,False,Summer,7,9,2.0
499,2015-07-08,0,32,Clear,4,False,Summer,7,8,0.0
500,2015-05-03,0,29,Cloudy,1,False,Spring,5,3,0.0
501,2015-04-19,0,33,Partly cloudy,1,False,Spring,4,19,0.0
502,2015-03-05,1800,123,Partly cloudy,5,False,Winter,3,5,1.0
503,2015-02-26,1800,153,Sunny,5,False,Winter,2,26,2.0
504,2015-01-23,1800,99,Sunny,6,False,Winter,1,23,1.0
505,2015-01-04,1800,16,Sunny,1,False,Winter,1,4,0.0
506,2015-12-09,0,9,Clear,4,False,Autumn,12,9,0.0
507,2015-11-20,1200,245,Partly cloudy,6,False,Autumn,11,20,2.0
508,2015-11-18,1200,325,Sunny,4,False,Autumn,11,18,2.0
509,2015-10-28,0,3,Light rain shower,4,False,Autumn,10,28,0.0
510,2015-08-29,1200,48,Sunny,7,False,Summer,8,29,1.0
511,2015-08-18,1800,30,Partly cloudy,3,False,Summer,8,18,0.0
512,2015-06-22,1200,184,Sunny,2,False,Summer,6,22,2.0
513,2015-02-20,1800,100,Sunny,6,False,Winter,2,20,1.0
514,2015-01-22,1800,102,Sunny,5,False,Winter,1,22,1.0
515,2015-01-06,600,19,Partly cloudy,3,True,Winter,1,6,0.0
516,2015-07-30,600,166,Clear,5,False,Summer,7,30,2.0
517,2015-04-10,0,8,Clear,6,False,Spring,4,10,0.0
518,2015-12-23,1200,95,Patchy rain possible,4,False,Winter,12,23,1.0
519,2015-10-25,1800,47,Sunny,1,False,Autumn,10,25,1.0
520,2015-09-18,1200,171,Sunny,6,False,Summer,9,18,2.0
521,2015-09-11,0,15,Clear,6,False,Summer,9,11,0.0
522,2015-06-25,0,12,Clear,5,False,Summer,6,25,0.0
523,2015-05-11,1800,163,Sunny,2,False,Spring,5,11,2.0
524,2015-03-27,1800,149,Sunny,6,False,Spring,3,27,2.0
525,2015-03-22,1200,93,Partly cloudy,1,False,Spring,3,22,1.0
526,2015-03-09,0,13,Clear,2,False,Winter,3,9,0.0
527,2015-10-23,0,7,Clear,6,False,Autumn,10,23,0.0
528,2015-10-14,1200,102,Moderate or heavy rain shower,4,False,Autumn,10,14,1.0
529,2015-09-06,1800,75,Sunny,1,False,Summer,9,6,1.0
530,2015-07-20,1200,154,Sunny,2,False,Summer,7,20,2.0
531,2015-07-07,0,38,Clear,3,False,Summer,7,7,1.0
532,2015-07-03,600,218,Clear,6,False,Summer,7,3,2.0
533,2015-07-01,1800,133,Sunny,4,False,Summer,7,1,1.0
534,2015-05-23,1200,50,Patchy light drizzle,7,False,Spring,5,23,1.0
535,2015-03-15,600,26,Overcast,1,False,Winter,3,15,0.0
536,2015-01-01,1800,5,Sunny,5,True,Winter,1,1,0.0
537,2015-08-05,600,94,Clear,4,False,Summer,8,5,1.0
538,2015-08-01,600,33,Clear,7,False,Summer,8,1,0.0
539,2015-07-05,1800,79,Sunny,1,False,Summer,7,5,1.0
540,2015-05-14,1200,370,Sunny,5,False,Spring,5,14,2.0
541,2015-04-21,1800,185,Sunny,3,False,Spring,4,21,2.0
542,2015-01-31,1200,57,Light rain shower,7,False,Winter,1,31,1.0
543,2015-01-30,1200,170,Light rain shower,6,False,Winter,1,30,2.0
544,2015-08-30,1200,32,Sunny,1,False,Summer,8,30,0.0
545,2015-07-13,0,15,Clear,2,False,Summer,7,13,0.0
546,2015-05-30,1200,101,Sunny,7,False,Spring,5,30,1.0
547,2015-02-03,1800,89,Patchy rain possible,3,False,Winter,2,3,1.0
548,2015-01-01,1200,20,Sunny,5,True,Winter,1,1,0.0
549,2015-11-12,0,6,Clear,5,False,Autumn,11,12,0.0
550,2015-09-18,1800,97,Cloudy,6,False,Summer,9,18,1.0
551,2015-05-08,0,14,Clear,6,False,Spring,5,8,0.0
552,2015-02-20,1200,233,Partly cloudy,6,False,Winter,2,20,2.0
553,2015-02-12,1800,139,Sunny,5,False,Winter,2,12,1.0
554,2015-12-25,600,6,Partly cloudy,6,True,Winter,12,25,0.0
555,2015-10-12,1200,250,Partly cloudy,2,False,Autumn,10,12,2.0
556,2015-05-19,600,412,Cloudy,3,False,Spring,5,19,2.0
557,2015-03-12,1800,154,Sunny,5,False,Winter,3,12,2.0
558,2015-03-07,1200,113,Sunny,7,False,Winter,3,7,1.0
559,2015-03-06,1200,264,Sunny,6,False,Winter,3,6,2.0
560,2015-03-03,1200,352,Sunny,3,False,Winter,3,3,2.0
561,2015-10-18,1800,41,Light rain,1,False,Autumn,10,18,1.0
562,2015-07-21,1800,128,Sunny,3,False,Summer,7,21,1.0
563,2015-04-28,1800,168,Patchy rain possible,3,False,Spring,4,28,2.0
564,2015-03-02,1800,122,Cloudy,2,False,Winter,3,2,1.0
565,2015-02-07,1800,58,Sunny,7,False,Winter,2,7,1.0
566,2015-11-07,0,19,Clear,7,False,Autumn,11,7,0.0
567,2015-09-07,1200,193,Sunny,2,False,Summer,9,7,2.0
568,2015-08-24,1800,25,Sunny,2,False,Summer,8,24,0.0
569,2015-03-11,600,359,Cloudy,4,False,Winter,3,11,2.0
570,2015-02-10,1800,118,Sunny,3,False,Winter,2,10,1.0
571,2015-10-06,1800,151,Patchy rain possible,3,False,Autumn,10,6,2.0
572,2015-04-18,0,28,Patchy rain possible,7,False,Spring,4,18,0.0
573,2015-01-08,0,5,Clear,5,False,Winter,1,8,0.0
574,2015-12-17,1800,98,Sunny,5,False,Autumn,12,17,1.0
575,2015-12-12,0,23,Light drizzle,7,False,Autumn,12,12,0.0
576,2015-09-09,1200,189,Sunny,4,False,Summer,9,9,2.0
577,2015-07-23,0,23,Clear,5,False,Summer,7,23,0.0
578,2015-06-06,0,23,Clear,7,False,Spring,6,6,0.0
579,2015-01-24,1800,77,Sunny,7,False,Winter,1,24,1.0
580,2015-11-02,0,6,Clear,2,False,Autumn,11,2,0.0
581,2015-10-23,1800,112,Sunny,6,False,Autumn,10,23,1.0
582,2015-07-13,1800,175,Sunny,2,False,Summer,7,13,2.0
583,2015-05-27,1200,300,Partly cloudy,4,False,Spring,5,27,2.0
584,2015-02-25,1800,128,Cloudy,4,False,Winter,2,25,1.0
585,2015-02-15,0,13,Moderate or heavy rain with thunder,1,False,Winter,2,15,0.0
586,2015-02-13,1200,174,Cloudy,6,False,Winter,2,13,2.0
587,2015-09-26,1800,77,Partly cloudy,7,False,Autumn,9,26,1.0
588,2015-09-24,600,356,Clear,5,False,Autumn,9,24,2.0
589,2015-09-12,0,22,Clear,7,False,Summer,9,12,0.0
590,2015-05-29,1800,146,Sunny,6,False,Spring,5,29,2.0
591,2015-04-14,0,11,Clear,3,False,Spring,4,14,0.0
592,2015-03-08,0,19,Clear,1,False,Winter,3,8,0.0
593,2015-01-22,0,4,Light rain shower,5,False,Winter,1,22,0.0
594,2015-11-03,0,10,Clear,3,False,Autumn,11,3,0.0
595,2015-09-03,1200,171,Partly cloudy,5,False,Summer,9,3,2.0
596,2015-07-15,1200,130,Sunny,4,False,Summer,7,15,1.0
597,2015-07-02,1200,176,Sunny,5,False,Summer,7,2,2.0
598,2015-04-28,1200,323,Patchy light drizzle,3,False,Spring,4,28,2.0
599,2015-03-21,0,29,Clear,7,False,Winter,3,21,0.0
600,2015-02-26,1200,257,Partly cloudy,5,False,Winter,2,26,2.0
601,2015-01-15,600,247,Cloudy,5,False,Winter,1,15,2.0
602,2015-10-01,0,13,Cloudy,5,False,Autumn,10,1,0.0
603,2015-09-24,0,13,Patchy rain possible,5,False,Autumn,9,24,0.0
604,2015-09-14,1800,142,Sunny,2,False,Summer,9,14,1.0
605,2015-09-12,600,53,Clear,7,False,Summer,9,12,1.0
606,2015-08-17,1200,64,Sunny,2,False,Summer,8,17,1.0
607,2015-05-13,0,6,Clear,4,False,Spring,5,13,0.0
608,2015-02-17,1800,108,Sunny,3,False,Winter,2,17,1.0
609,2015-01-12,1200,215,Sunny,2,False,Winter,1,12,2.0
610,2015-12-22,0,6,Light drizzle,3,False,Winter,12,22,0.0
611,2015-11-11,1800,130,Sunny,4,False,Autumn,11,11,1.0
612,2015-07-03,1200,180,Sunny,6,False,Summer,7,3,2.0
613,2015-02-09,600,204,Clear,2,False,Winter,2,9,2.0
614,2015-01-30,600,158,Moderate or heavy rain shower,6,False,Winter,1,30,2.0
615,2015-11-28,1200,82,Overcast,7,False,Autumn,11,28,1.0
616,2015-10-15,1200,330,Partly cloudy,5,False,Autumn,10,15,2.0
617,2015-05-17,0,50,Clear,1,False,Spring,5,17,1.0
618,2015-04-02,1200,227,Sunny,5,False,Spring,4,2,2.0
619,2015-03-25,600,232,Patchy rain possible,4,False,Spring,3,25,2.0
620,2015-03-21,1800,89,Light drizzle,7,False,Winter,3,21,1.0
621,2015-02-02,1800,128,Patchy rain possible,2,False,Winter,2,2,1.0
622,2015-12-22,600,84,Light drizzle,3,False,Winter,12,22,1.0
623,2015-11-06,0,11,Clear,6,False,Autumn,11,6,0.0
624,2015-09-21,600,301,Clear,2,False,Summer,9,21,2.0
625,2015-08-10,0,2,Clear,2,False,Summer,8,10,0.0
626,2015-06-04,600,317,Clear,5,False,Spring,6,4,2.0
627,2015-05-16,1800,85,Moderate or heavy rain shower,7,False,Spring,5,16,1.0
628,2015-04-30,600,317,Light rain shower,5,False,Spring,4,30,2.0
629,2015-02-25,0,13,Patchy rain possible,4,False,Winter,2,25,0.0
630,2015-12-17,0,9,Clear,5,False,Autumn,12,17,0.0
631,2015-08-13,1800,29,Sunny,5,False,Summer,8,13,0.0
632,2015-06-03,600,328,Clear,4,False,Spring,6,3,2.0
633,2015-03-18,1200,344,Sunny,4,False,Winter,3,18,2.0
634,2015-01-30,0,4,Heavy rain,6,False,Winter,1,30,0.0
635,2015-01-15,0,8,Partly cloudy,5,False,Winter,1,15,0.0
636,2015-01-14,1800,116,Patchy rain possible,4,False,Winter,1,14,1.0
637,2015-01-03,1200,32,Sunny,7,False,Winter,1,3,0.0
638,2015-11-07,1200,104,Sunny,7,False,Autumn,11,7,1.0
639,2015-09-01,0,11,Clear,3,False,Summer,9,1,0.0
640,2015-08-28,1800,62,Sunny,6,False,Summer,8,28,1.0
641,2015-08-02,600,16,Clear,1,False,Summer,8,2,0.0
642,2015-03-14,600,52,Light rain shower,7,False,Winter,3,14,1.0
643,2015-03-08,600,27,Clear,1,False,Winter,3,8,0.0
644,2015-11-01,600,18,Clear,1,True,Autumn,11,1,0.0
645,2015-09-27,1800,63,Sunny,1,False,Autumn,9,27,1.0
646,2015-07-06,0,15,Clear,2,False,Summer,7,6,0.0
647,2015-06-21,0,25,Clear,1,False,Spring,6,21,0.0
648,2015-05-27,0,19,Patchy rain possible,4,False,Spring,5,27,0.0
649,2015-05-17,600,30,Clear,1,False,Spring,5,17,0.0
650,2015-05-07,1200,315,Cloudy,5,False,Spring,5,7,2.0
651,2015-02-27,1200,266,Sunny,6,False,Winter,2,27,2.0
652,2015-01-25,1200,52,Cloudy,1,False,Winter,1,25,1.0
653,2015-12-26,0,1,Clear,7,True,Winter,12,26,0.0
654,2015-10-28,1800,87,Light rain shower,4,False,Autumn,10,28,1.0
655,2015-10-26,600,379,Clear,2,False,Autumn,10,26,2.0
656,2015-09-26,0,29,Clear,7,False,Autumn,9,26,0.0
657,2015-08-01,0,15,Clear,7,False,Summer,8,1,0.0
658,2015-06-01,600,141,Clear,2,False,Spring,6,1,1.0
659,2015-05-29,0,10,Clear,6,False,Spring,5,29,0.0
660,2015-05-26,1800,156,Patchy rain possible,3,False,Spring,5,26,2.0
661,2015-05-08,1800,149,Sunny,6,False,Spring,5,8,2.0
662,2015-04-11,1800,88,Sunny,7,False,Spring,4,11,1.0
663,2015-03-14,1200,139,Overcast,7,False,Winter,3,14,1.0
664,2015-02-28,0,22,Partly cloudy,7,False,Winter,2,28,0.0
665,2015-11-04,1200,292,Patchy rain possible,4,False,Autumn,11,4,2.0
666,2015-10-24,0,26,Clear,7,False,Autumn,10,24,0.0
667,2015-09-29,0,7,Clear,3,False,Autumn,9,29,0.0
668,2015-08-11,1800,35,Partly cloudy,3,False,Summer,8,11,1.0
669,2015-08-10,1200,23,Sunny,2,False,Summer,8,10,0.0
670,2015-06-11,0,23,Clear,5,False,Spring,6,11,0.0
671,2015-05-02,600,29,Light drizzle,7,False,Spring,5,2,0.0
672,2015-04-07,1200,129,Sunny,3,False,Spring,4,7,1.0
673,2015-03-18,1800,147,Sunny,4,False,Winter,3,18,2.0
674,2015-01-23,1200,214,Sunny,6,False,Winter,1,23,2.0
675,2015-01-18,1800,56,Sunny,1,False,Winter,1,18,1.0
676,2015-01-01,600,7,Clear,5,True,Winter,1,1,0.0
677,2015-12-27,0,1,Clear,1,False,Winter,12,27,0.0
678,2015-10-08,600,327,Patchy rain possible,5,False,Autumn,10,8,2.0
679,2015-09-03,1800,106,Sunny,5,False,Summer,9,3,1.0
680,2015-08-24,0,4,Moderate or heavy rain shower,2,False,Summer,8,24,0.0
681,2015-06-28,600,31,Clear,1,False,Summer,6,28,0.0
682,2015-06-07,0,38,Clear,1,False,Spring,6,7,1.0
683,2015-04-05,1200,19,Partly cloudy,1,True,Spring,4,5,0.0
684,2015-01-23,600,204,Partly cloudy,6,False,Winter,1,23,2.0
685,2015-10-20,1800,151,Sunny,3,False,Autumn,10,20,2.0
686,2015-10-13,600,219,Light rain shower,3,False,Autumn,10,13,2.0
687,2015-06-28,1800,91,Sunny,1,False,Summer,6,28,1.0
688,2015-06-26,1800,135,Sunny,6,False,Summer,6,26,1.0
689,2015-05-03,1800,80,Sunny,1,False,Spring,5,3,1.0
690,2015-04-29,1200,340,Sunny,4,False,Spring,4,29,2.0
691,2015-02-13,0,9,Clear,6,False,Winter,2,13,0.0
692,2015-02-05,1200,119,Moderate rain,5,False,Winter,2,5,1.0
693,2015-01-31,1800,57,Light rain shower,7,False,Winter,1,31,1.0
694,2015-01-07,1800,76,Sunny,4,False,Winter,1,7,1.0
695,2015-11-25,1800,65,Light rain,4,False,Autumn,11,25,1.0
696,2015-11-01,1800,48,Sunny,1,True,Autumn,11,1,1.0
697,2015-10-15,1800,105,Sunny,5,False,Autumn,10,15,1.0
698,2015-09-07,0,8,Clear,2,False,Summer,9,7,0.0
699,2015-08-31,1800,90,Sunny,2,False,Summer,8,31,1.0
700,2015-08-06,1200,78,Sunny,5,False,Summer,8,6,1.0
701,2015-06-24,1200,204,Sunny,4,False,Summer,6,24,2.0
702,2015-06-09,0,10,Clear,3,False,Spring,6,9,0.0
703,2015-06-08,0,21,Clear,2,False,Spring,6,8,0.0
704,2015-06-02,600,60,Clear,3,True,Spring,6,2,1.0
705,2015-05-26,1200,304,Sunny,3,False,Spring,5,26,2.0
706,2015-05-20,1200,194,Patchy rain possible,4,False,Spring,5,20,2.0
707,2015-04-01,0,15,Clear,4,False,Spring,4,1,0.0
708,2015-02-26,600,373,Partly cloudy,5,False,Winter,2,26,2.0
709,2015-12-04,1200,234,Cloudy,6,False,Autumn,12,4,2.0
710,2015-11-22,1800,59,Partly cloudy,1,False,Autumn,11,22,1.0
711,2015-08-07,0,10,Clear,6,False,Summer,8,7,0.0
712,2015-08-01,1800,24,Patchy rain possible,7,False,Summer,8,1,0.0
713,2015-05-06,1200,346,Partly cloudy,4,False,Spring,5,6,2.0
714,2015-03-26,0,5,Moderate rain,5,False,Spring,3,26,0.0
715,2015-01-22,600,40,Partly cloudy,5,False,Winter,1,22,1.0
716,2015-12-31,0,5,Clear,5,True,Winter,12,31,0.0
717,2015-12-18,1800,62,Overcast,6,False,Autumn,12,18,1.0
718,2015-11-29,0,16,Partly cloudy,1,False,Autumn,11,29,0.0
719,2015-09-02,600,216,Clear,4,False,Summer,9,2,2.0
720,2015-09-01,600,178,Clear,3,False,Summer,9,1,2.0
721,2015-08-04,1200,85,Sunny,3,False,Summer,8,4,1.0
722,2015-05-14,600,374,Clear,5,False,Spring,5,14,2.0
723,2015-05-13,1200,325,Partly cloudy,4,False,Spring,5,13,2.0
724,2015-04-26,0,26,Clear,1,False,Spring,4,26,0.0
725,2015-04-17,0,15,Light rain,6,False,Spring,4,17,0.0
726,2015-12-23,0,5,Cloudy,4,False,Winter,12,23,0.0
727,2015-12-14,1200,236,Sunny,2,False,Autumn,12,14,2.0
728,2015-11-06,1200,307,Sunny,6,False,Autumn,11,6,2.0
729,2015-10-27,600,337,Patchy rain possible,3,False,Autumn,10,27,2.0
730,2015-09-28,0,20,Clear,2,False,Autumn,9,28,0.0
731,2015-08-19,600,27,Patchy light rain with thunder,4,False,Summer,8,19,0.0
732,2015-06-23,1800,165,Partly cloudy,3,False,Summer,6,23,2.0
733,2015-06-09,1800,177,Sunny,3,False,Spring,6,9,2.0
734,2015-04-25,1200,68,Partly cloudy,7,True,Spring,4,25,1.0
735,2015-04-09,1800,115,Sunny,5,False,Spring,4,9,1.0
736,2015-03-29,0,44,Partly cloudy,1,True,Spring,3,29,1.0
737,2015-03-24,0,14,Cloudy,3,False,Spring,3,24,0.0
738,2015-01-16,1800,111,Light rain shower,6,False,Winter,1,16,1.0
739,2015-11-13,1800,101,Sunny,6,False,Autumn,11,13,1.0
740,2015-10-31,0,30,Clear,7,False,Autumn,10,31,0.0
741,2015-09-05,1800,72,Sunny,7,False,Summer,9,5,1.0
742,2015-08-29,1800,41,Sunny,7,False,Summer,8,29,1.0
743,2015-07-01,0,23,Clear,4,False,Summer,7,1,0.0
744,2015-09-23,1200,257,Patchy rain possible,4,False,Autumn,9,23,2.0
745,2015-09-05,1200,72,Sunny,7,False,Summer,9,5,1.0
746,2015-06-16,1200,150,Sunny,3,False,Spring,6,16,2.0
747,2015-06-04,1200,221,Sunny,5,False,Spring,6,4,2.0
748,2015-04-06,0,3,Clear,2,True,Spring,4,6,0.0
749,2015-01-09,0,6,Patchy rain possible,6,False,Winter,1,9,0.0
750,2015-01-02,1800,24,Sunny,6,False,Winter,1,2,0.0
751,2015-11-24,600,333,Partly cloudy,3,False,Autumn,11,24,2.0
752,2015-11-17,0,6,Clear,3,False,Autumn,11,17,0.0
753,2015-10-10,1200,64,Patchy light drizzle,7,False,Autumn,10,10,1.0
754,2015-10-01,600,332,Patchy light drizzle,5,False,Autumn,10,1,2.0
755,2015-07-31,1200,130,Partly cloudy,6,False,Summer,7,31,1.0
756,2015-07-28,1800,120,Sunny,3,False,Summer,7,28,1.0
757,2015-07-03,0,23,Clear,6,False,Summer,7,3,0.0
758,2015-06-29,0,16,Clear,2,False,Summer,6,29,0.0
759,2015-04-30,1800,165,Sunny,5,False,Spring,4,30,2.0
760,2015-04-13,600,388,Clear,2,False,Spring,4,13,2.0
761,2015-04-12,1800,73,Sunny,1,False,Spring,4,12,1.0
762,2015-02-11,1800,138,Sunny,4,False,Winter,2,11,1.0
763,2015-02-11,1200,201,Sunny,4,False,Winter,2,11,2.0
764,2015-11-24,1800,120,Sunny,3,False,Autumn,11,24,1.0
765,2015-10-16,1800,89,Overcast,6,False,Autumn,10,16,1.0
766,2015-09-17,1800,120,Patchy rain possible,5,False,Summer,9,17,1.0
767,2015-07-11,0,29,Clear,7,False,Summer,7,11,0.0
768,2015-03-18,0,12,Clear,4,False,Winter,3,18,0.0
769,2015-02-20,600,214,Partly cloudy,6,False,Winter,2,20,2.0
770,2015-02-19,0,8,Clear,5,False,Winter,2,19,0.0
771,2015-11-11,600,367,Partly cloudy,4,False,Autumn,11,11,2.0
772,2015-10-03,600,48,Patchy rain possible,7,False,Autumn,10,3,1.0
773,2015-07-28,1200,151,Sunny,3,False,Summer,7,28,2.0
774,2015-06-09,1200,246,Sunny,3,False,Spring,6,9,2.0
775,2015-06-03,1200,271,Sunny,4,False,Spring,6,3,2.0
776,2015-05-10,600,33,Clear,1,True,Spring,5,10,0.0
777,2015-11-20,600,50,Partly cloudy,6,False,Autumn,11,20,1.0
778,2015-10-24,600,56,Clear,7,False,Autumn,10,24,1.0
779,2015-07-30,0,19,Clear,5,False,Summer,7,30,0.0
780,2015-06-14,1800,103,Patchy rain possible,1,False,Spring,6,14,1.0
